#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
4602	108835	2561	-	GABRB2	-	9606	Homo sapiens	positive allosteric modulator	target	Yamakura T (2001)	11264449	174568	230	Butabarbital	Secbutabarbital|5-Sec-butyl-5-ethylbarbituric acid|5-Sec-butyl-5-ethylpyrimidine-2,4,6(1H,3H,5H)-trione|5-Sec-butyl-5-ethyl-2,4,6(1H,3H,5H)-pyrimidinetrione|Butisol|5-Ethyl-5-(1-methylpropyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Ethyl-5-(1-methylpropyl)barbituric acid|Butabarbital	butisol sodium tab 30mg|butiso	DRUGBANK	DB00237	C10H16N2O3	small molecule	-	125-40-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZRIHAIZYIMGOAB-UHFFFAOYSA-N
4648	108833	2559	-	GABRA6	-	9606	Homo sapiens	potentiator	target	Mehta AK (1999)	10209232	174569	234	Butalbital	allylbarbital|Butalbarbital|5-Allyl-5-(2-methylpropyl)barbituric acid|Itobarbital|Butalbitalum|allylbarbitone|5-isobutyl-5-allylbarbituric acid|Tetrallobarbital|5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione|5-Allyl-5-(2'-methyl-N-propyl) barbituric acid|5-Allyl-5-isobutylbarbituric acid|5-Allyl-5-isobutyl-pyrimidine-2,4,6-trione|5-Allyl-5-isobutyl-2,4,6(1H,3H,5H)-pyrimidinetrione|Allylbarbituric acid|Iso-butylallylbarbituric acid	allzital|ratio-tecnal c 1/4|ra	DRUGBANK	DB00241	C11H16N2O3	small molecule	-	77-26-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UZVHFVZFNXBMQJ-UHFFFAOYSA-N
4649	108833	2559	-	GABRA6	-	9606	Homo sapiens	potentiator	target	Yamakura T (2001)	11264449	174568	234	Butalbital	allylbarbital|Butalbarbital|5-Allyl-5-(2-methylpropyl)barbituric acid|Itobarbital|Butalbitalum|allylbarbitone|5-isobutyl-5-allylbarbituric acid|Tetrallobarbital|5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione|5-Allyl-5-(2'-methyl-N-propyl) barbituric acid|5-Allyl-5-isobutylbarbituric acid|5-Allyl-5-isobutyl-pyrimidine-2,4,6-trione|5-Allyl-5-isobutyl-2,4,6(1H,3H,5H)-pyrimidinetrione|Allylbarbituric acid|Iso-butylallylbarbituric acid	allzital|ratio-tecnal c 1/4|ra	DRUGBANK	DB00241	C11H16N2O3	small molecule	-	77-26-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UZVHFVZFNXBMQJ-UHFFFAOYSA-N
4687	112239	6335	-	SCN9A	ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP	9606	Homo sapiens	inhibitor	target	Rajamani S (2008)	19077543	174602	236	Ranolazine	-	ranexa	DRUGBANK	DB00243	C24H33N3O4	small molecule	C01EB18	95635-55-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
4688	112239	6335	-	SCN9A	ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP	9606	Homo sapiens	inhibitor	target	Chen X (2002)	11752352	171740	236	Ranolazine	-	ranexa	DRUGBANK	DB00243	C24H33N3O4	small molecule	C01EB18	95635-55-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
4749	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	antagonist	target	Nasrallah HA (2008)	17848919	174616	239	Ziprasidone	Ziprasidone|Ziprasidona|Ziprasidonum	zeldox|ziprasidone hydrochlori	DRUGBANK	DB00246	C21H21ClN4OS	small molecule	N05AE04	146939-27-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	MVWVFYHBGMAFLY-UHFFFAOYSA-N
4829	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	agonist	target	Kvernmo T (2008)	18691132	174662	241	Cabergoline	(8beta)-N-[3-(dimethylamino)Propyl]-N-[(ethylamino)carbonyl]-6-(2-propenyl)-ergoline-8-carboxamide|1-[(6-Allylergoline-8beta-yl)carbonyl]-1-[3-(dimethylamino)propyl]-3-ethylurea|Cabergolinum|Cabergolina|1-Ethyl-3-(3'-dimethylamionpropyl)-2-(6'-allylergoline-8'beta-carbonyl)urea|1-((6-Allylergolin-8beta-yl)carbonyl)-1-(3-(dimethylamino)propyl)-3-ethylurea|Cabergoline|(8R)-6-Allyl-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)ergoline-8-carboxamide	apo-cabergoline|cabergoline|ac	DRUGBANK	DB00248	C26H37N5O2	small molecule	G02CB03|N04BC06	81409-90-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KORNTPPJEAJQIU-KJXAQDMKSA-N
4830	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	agonist	target	Kvernmo T (2006)	16982285	174668	241	Cabergoline	(8beta)-N-[3-(dimethylamino)Propyl]-N-[(ethylamino)carbonyl]-6-(2-propenyl)-ergoline-8-carboxamide|1-[(6-Allylergoline-8beta-yl)carbonyl]-1-[3-(dimethylamino)propyl]-3-ethylurea|Cabergolinum|Cabergolina|1-Ethyl-3-(3'-dimethylamionpropyl)-2-(6'-allylergoline-8'beta-carbonyl)urea|1-((6-Allylergolin-8beta-yl)carbonyl)-1-(3-(dimethylamino)propyl)-3-ethylurea|Cabergoline|(8R)-6-Allyl-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)ergoline-8-carboxamide	apo-cabergoline|cabergoline|ac	DRUGBANK	DB00248	C26H37N5O2	small molecule	G02CB03|N04BC06	81409-90-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KORNTPPJEAJQIU-KJXAQDMKSA-N
4831	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	agonist	target	Ichikawa K (2001)	11436517	174659	241	Cabergoline	(8beta)-N-[3-(dimethylamino)Propyl]-N-[(ethylamino)carbonyl]-6-(2-propenyl)-ergoline-8-carboxamide|1-[(6-Allylergoline-8beta-yl)carbonyl]-1-[3-(dimethylamino)propyl]-3-ethylurea|Cabergolinum|Cabergolina|1-Ethyl-3-(3'-dimethylamionpropyl)-2-(6'-allylergoline-8'beta-carbonyl)urea|1-((6-Allylergolin-8beta-yl)carbonyl)-1-(3-(dimethylamino)propyl)-3-ethylurea|Cabergoline|(8R)-6-Allyl-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)ergoline-8-carboxamide	apo-cabergoline|cabergoline|ac	DRUGBANK	DB00248	C26H37N5O2	small molecule	G02CB03|N04BC06	81409-90-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KORNTPPJEAJQIU-KJXAQDMKSA-N
4844	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	agonist	target	Millan MJ (2002)	12388666	174654	241	Cabergoline	(8beta)-N-[3-(dimethylamino)Propyl]-N-[(ethylamino)carbonyl]-6-(2-propenyl)-ergoline-8-carboxamide|1-[(6-Allylergoline-8beta-yl)carbonyl]-1-[3-(dimethylamino)propyl]-3-ethylurea|Cabergolinum|Cabergolina|1-Ethyl-3-(3'-dimethylamionpropyl)-2-(6'-allylergoline-8'beta-carbonyl)urea|1-((6-Allylergolin-8beta-yl)carbonyl)-1-(3-(dimethylamino)propyl)-3-ethylurea|Cabergoline|(8R)-6-Allyl-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)ergoline-8-carboxamide	apo-cabergoline|cabergoline|ac	DRUGBANK	DB00248	C26H37N5O2	small molecule	G02CB03|N04BC06	81409-90-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KORNTPPJEAJQIU-KJXAQDMKSA-N
4961	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	agonist	target	Kvernmo T (2008)	18691132	174662	261	Ropinirole	Ropinirolum|Ropinirole|Ropinirol	apo-ropinirole|phl-ropinirole|	DRUGBANK	DB00268	C16H24N2O	small molecule	N04BC04	91374-21-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UHSKFQJFRQCDBE-UHFFFAOYSA-N
4973	107233	779	-	CACNA1S	CACNL1A3|CCHL1A3|Cav1.1|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP	9606	Homo sapiens	inhibitor	target	Peterson BZ (2006)	16675661	174772	263	Isradipine	Isradipino|Dynacirc|Isradipinum	isradipine	DRUGBANK	DB00270	C19H21N3O5	small molecule	C08CA03	75695-93-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	HMJIYCCIJYRONP-UHFFFAOYSA-N
5086	112239	6335	-	SCN9A	ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP	9606	Homo sapiens	inhibitor	target	Muroi Y (2009)	19088384	174879	274	Lidocaine	2-(Diethylamino)-N-(2,6-dimethylphenyl)acetamide|alpha-diethylamino-2,6-dimethylacetanilide|Lignocaine|2-(Diethylamino)-2',6'-acetoxylidide|-diethylamino-2,6-dimethylacetanilide	scar zone burn gel|sting relie	DRUGBANK	DB00281	C14H22N2O	small molecule	C05AD01|N01BB52|D04AB01|C01BB01|N01BB02|R02AD02|S01HA07|S02DA01	137-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NNJVILVZKWQKPM-UHFFFAOYSA-N
5087	112239	6335	-	SCN9A	ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP	9606	Homo sapiens	inhibitor	target	Karoly R (2010)	20585544	174878	274	Lidocaine	2-(Diethylamino)-N-(2,6-dimethylphenyl)acetamide|alpha-diethylamino-2,6-dimethylacetanilide|Lignocaine|2-(Diethylamino)-2',6'-acetoxylidide|-diethylamino-2,6-dimethylacetanilide	scar zone burn gel|sting relie	DRUGBANK	DB00281	C14H22N2O	small molecule	C05AD01|N01BB52|D04AB01|C01BB01|N01BB02|R02AD02|S01HA07|S02DA01	137-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NNJVILVZKWQKPM-UHFFFAOYSA-N
5088	112239	6335	-	SCN9A	ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP	9606	Homo sapiens	inhibitor	target	Sheets PL (2007)	17430993	174880	274	Lidocaine	2-(Diethylamino)-N-(2,6-dimethylphenyl)acetamide|alpha-diethylamino-2,6-dimethylacetanilide|Lignocaine|2-(Diethylamino)-2',6'-acetoxylidide|-diethylamino-2,6-dimethylacetanilide	scar zone burn gel|sting relie	DRUGBANK	DB00281	C14H22N2O	small molecule	C05AD01|N01BB52|D04AB01|C01BB01|N01BB02|R02AD02|S01HA07|S02DA01	137-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NNJVILVZKWQKPM-UHFFFAOYSA-N
5089	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	antagonist	target	Sakaguchi M (2006)	16551906	174881	274	Lidocaine	2-(Diethylamino)-N-(2,6-dimethylphenyl)acetamide|alpha-diethylamino-2,6-dimethylacetanilide|Lignocaine|2-(Diethylamino)-2',6'-acetoxylidide|-diethylamino-2,6-dimethylacetanilide	scar zone burn gel|sting relie	DRUGBANK	DB00281	C14H22N2O	small molecule	C05AD01|N01BB52|D04AB01|C01BB01|N01BB02|R02AD02|S01HA07|S02DA01	137-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NNJVILVZKWQKPM-UHFFFAOYSA-N
5090	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Muroi Y (2009)	19088384	174879	274	Lidocaine	2-(Diethylamino)-N-(2,6-dimethylphenyl)acetamide|alpha-diethylamino-2,6-dimethylacetanilide|Lignocaine|2-(Diethylamino)-2',6'-acetoxylidide|-diethylamino-2,6-dimethylacetanilide	scar zone burn gel|sting relie	DRUGBANK	DB00281	C14H22N2O	small molecule	C05AD01|N01BB52|D04AB01|C01BB01|N01BB02|R02AD02|S01HA07|S02DA01	137-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NNJVILVZKWQKPM-UHFFFAOYSA-N
5091	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Karoly R (2010)	20585544	174878	274	Lidocaine	2-(Diethylamino)-N-(2,6-dimethylphenyl)acetamide|alpha-diethylamino-2,6-dimethylacetanilide|Lignocaine|2-(Diethylamino)-2',6'-acetoxylidide|-diethylamino-2,6-dimethylacetanilide	scar zone burn gel|sting relie	DRUGBANK	DB00281	C14H22N2O	small molecule	C05AD01|N01BB52|D04AB01|C01BB01|N01BB02|R02AD02|S01HA07|S02DA01	137-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NNJVILVZKWQKPM-UHFFFAOYSA-N
5092	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Ekberg J (2006)	17077153	174882	274	Lidocaine	2-(Diethylamino)-N-(2,6-dimethylphenyl)acetamide|alpha-diethylamino-2,6-dimethylacetanilide|Lignocaine|2-(Diethylamino)-2',6'-acetoxylidide|-diethylamino-2,6-dimethylacetanilide	scar zone burn gel|sting relie	DRUGBANK	DB00281	C14H22N2O	small molecule	C05AD01|N01BB52|D04AB01|C01BB01|N01BB02|R02AD02|S01HA07|S02DA01	137-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NNJVILVZKWQKPM-UHFFFAOYSA-N
5192	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	blocker	target	Ludolph AG (2010)	20423340	174993	282	Atomoxetine	Tomoxetine|Tomoxetinum|(-)-Tomoxetine|Tomoxetina	riva-atomoxetine|strattera|pms	DRUGBANK	DB00289	C17H21NO	small molecule	N06BA09	83015-26-3	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	VHGCDTVCOLNTBX-QGZVFWFLSA-N
5239	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Imming P (2006)	17016423	171742	289	Ropivacaine	Ropivacainum|(S)-()-1-propyl-2',6'-pipecoloxylidide|L-N-n-propylpipecolic acid-2,6-xylidide|Ropivacaine|Ropivacaina|(S)-ropivacaine	ropivacaine hydrochloride|ropi	DRUGBANK	DB00296	C17H26N2O	small molecule	N01BB09	84057-95-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKMNUMMKYBVTFN-GGYSOQFKNA-N
5240	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Overington JP (2006)	17139284	171741	289	Ropivacaine	Ropivacainum|(S)-()-1-propyl-2',6'-pipecoloxylidide|L-N-n-propylpipecolic acid-2,6-xylidide|Ropivacaine|Ropivacaina|(S)-ropivacaine	ropivacaine hydrochloride|ropi	DRUGBANK	DB00296	C17H26N2O	small molecule	N01BB09	84057-95-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKMNUMMKYBVTFN-GGYSOQFKNA-N
5241	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Liu BG (2000)	10781449	175035	289	Ropivacaine	Ropivacainum|(S)-()-1-propyl-2',6'-pipecoloxylidide|L-N-n-propylpipecolic acid-2,6-xylidide|Ropivacaine|Ropivacaina|(S)-ropivacaine	ropivacaine hydrochloride|ropi	DRUGBANK	DB00296	C17H26N2O	small molecule	N01BB09	84057-95-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKMNUMMKYBVTFN-GGYSOQFKNA-N
5245	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Sheets MF (2010)	20685573	175038	290	Bupivacaine	1-Butyl-N-(2,6-dimethylphenyl)-2-piperidinecarboxamide|dl-1-Butyl-2',6'-pipecoloxylidide|(RS)-bupivacaine|Bupivacainum|1-Butyl-2',6'-pipecoloxylidide|racemic bupivacaine|()-bupivacaine|DL-Bupivacaine|Bupivacaina	bupivacaine hydrochloride inje	DRUGBANK	DB00297	C18H28N2O	small molecule	N01BB01|N01BB51	38396-39-3	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	LEBVLXFERQHONN-UHFFFAOYSA-N
5246	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Imming P (2006)	17016423	171742	290	Bupivacaine	1-Butyl-N-(2,6-dimethylphenyl)-2-piperidinecarboxamide|dl-1-Butyl-2',6'-pipecoloxylidide|(RS)-bupivacaine|Bupivacainum|1-Butyl-2',6'-pipecoloxylidide|racemic bupivacaine|()-bupivacaine|DL-Bupivacaine|Bupivacaina	bupivacaine hydrochloride inje	DRUGBANK	DB00297	C18H28N2O	small molecule	N01BB01|N01BB51	38396-39-3	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	LEBVLXFERQHONN-UHFFFAOYSA-N
5247	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Overington JP (2006)	17139284	171741	290	Bupivacaine	1-Butyl-N-(2,6-dimethylphenyl)-2-piperidinecarboxamide|dl-1-Butyl-2',6'-pipecoloxylidide|(RS)-bupivacaine|Bupivacainum|1-Butyl-2',6'-pipecoloxylidide|racemic bupivacaine|()-bupivacaine|DL-Bupivacaine|Bupivacaina	bupivacaine hydrochloride inje	DRUGBANK	DB00297	C18H28N2O	small molecule	N01BB01|N01BB51	38396-39-3	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	LEBVLXFERQHONN-UHFFFAOYSA-N
5296	108833	2559	-	GABRA6	-	9606	Homo sapiens	potentiator	target	Mehta AK (1999)	10209232	174569	299	Talbutal	(RS)-5-allyl-5-sec-butylpyrimidine-2,4,6(1H,3H,5H)-trione|sec-Butyl allyl barbituric acid|5-allyl-5-sec-butylbarbituric acid|Talbutale|Talbutalum|Lotusate	-	DRUGBANK	DB00306	C11H16N2O3	small molecule	N05CA07	115-44-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BJVVMKUXKQHWJK-UHFFFAOYSA-N
5297	108833	2559	-	GABRA6	-	9606	Homo sapiens	potentiator	target	Yamakura T (2001)	11264449	174568	299	Talbutal	(RS)-5-allyl-5-sec-butylpyrimidine-2,4,6(1H,3H,5H)-trione|sec-Butyl allyl barbituric acid|5-allyl-5-sec-butylbarbituric acid|Talbutale|Talbutalum|Lotusate	-	DRUGBANK	DB00306	C11H16N2O3	small molecule	N05CA07	115-44-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BJVVMKUXKQHWJK-UHFFFAOYSA-N
5397	108833	2559	-	GABRA6	-	9606	Homo sapiens	potentiator	target	Mehta AK (1999)	10209232	174569	305	Pentobarbital	5-Ethyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Ethyl-5-(1-methyl-butyl)-pyrimidine-2,4,6-trione|Pentobarbital|5-ethyl-5-(sec-pentyl)barbituric acid|Pentobarbitone|Nembutal|5-ethyl-5-(1-methylbutyl)barbituric acid	nembutal sodium inj 50mg/ml|no	DRUGBANK	DB00312	C11H18N2O3	small molecule	N05CA01	76-74-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
5398	108833	2559	-	GABRA6	-	9606	Homo sapiens	potentiator	target	Yamakura T (2001)	11264449	174568	305	Pentobarbital	5-Ethyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Ethyl-5-(1-methyl-butyl)-pyrimidine-2,4,6-trione|Pentobarbital|5-ethyl-5-(sec-pentyl)barbituric acid|Pentobarbitone|Nembutal|5-ethyl-5-(1-methylbutyl)barbituric acid	nembutal sodium inj 50mg/ml|no	DRUGBANK	DB00312	C11H18N2O3	small molecule	N05CA01	76-74-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
5412	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	antagonist	target	Daniell LC (1994)	7862741	175103	305	Pentobarbital	5-Ethyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Ethyl-5-(1-methyl-butyl)-pyrimidine-2,4,6-trione|Pentobarbital|5-ethyl-5-(sec-pentyl)barbituric acid|Pentobarbitone|Nembutal|5-ethyl-5-(1-methylbutyl)barbituric acid	nembutal sodium inj 50mg/ml|no	DRUGBANK	DB00312	C11H18N2O3	small molecule	N05CA01	76-74-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
5432	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	unknown	target	Farber NB (2002)	12192617	175117	306	Valproic Acid	2-Propylpentanoic Acid|4-heptanecarboxylic acid|di-n-propylacetic acid|2-Propylvaleric Acid|Di-n-propylessigsure|acide valproque|n-DPA|acidum valproicum|Valproate|Valproinsure|Dipropylacetic acid|2-propyl-pentanoic acid|2-n-propyl-n-valeric acid|DPA|VPA|cido valproico	dom-valproic acid syrup|divalp	DRUGBANK	DB00313	C8H16O2	small molecule	N03AG01	99-66-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NIJJYAXOARWZEE-UHFFFAOYSA-N
5444	112239	6335	-	SCN9A	ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP	9606	Homo sapiens	unknown	target	Farber NB (2002)	12192617	175117	306	Valproic Acid	2-Propylpentanoic Acid|4-heptanecarboxylic acid|di-n-propylacetic acid|2-Propylvaleric Acid|Di-n-propylessigsure|acide valproque|n-DPA|acidum valproicum|Valproate|Valproinsure|Dipropylacetic acid|2-propyl-pentanoic acid|2-n-propyl-n-valeric acid|DPA|VPA|cido valproico	dom-valproic acid syrup|divalp	DRUGBANK	DB00313	C8H16O2	small molecule	N03AG01	99-66-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NIJJYAXOARWZEE-UHFFFAOYSA-N
5481	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	antagonist	target	Nicholson RI (2001)	11566608	175152	310	Gefitinib	N-(3-chloro-4-Fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine|Gefitinib|ZD 1839|4-(3'-chloro-4'-Fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline|Iressa	iressa	DRUGBANK	DB00317	C22H24ClFN4O3	small molecule	L01XE02	184475-35-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XGALLCVXEZPNRQ-UHFFFAOYSA-N
5482	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	antagonist	target	Albanell J (2001)	11522647	175151	310	Gefitinib	N-(3-chloro-4-Fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine|Gefitinib|ZD 1839|4-(3'-chloro-4'-Fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline|Iressa	iressa	DRUGBANK	DB00317	C22H24ClFN4O3	small molecule	L01XE02	184475-35-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XGALLCVXEZPNRQ-UHFFFAOYSA-N
5483	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	antagonist	target	Arteaga CL (2001)	11673690	175150	310	Gefitinib	N-(3-chloro-4-Fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine|Gefitinib|ZD 1839|4-(3'-chloro-4'-Fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline|Iressa	iressa	DRUGBANK	DB00317	C22H24ClFN4O3	small molecule	L01XE02	184475-35-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XGALLCVXEZPNRQ-UHFFFAOYSA-N
5484	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	antagonist	target	Chen X (2002)	11752352	171740	310	Gefitinib	N-(3-chloro-4-Fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine|Gefitinib|ZD 1839|4-(3'-chloro-4'-Fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline|Iressa	iressa	DRUGBANK	DB00317	C22H24ClFN4O3	small molecule	L01XE02	184475-35-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XGALLCVXEZPNRQ-UHFFFAOYSA-N
5485	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	antagonist	target	Ciardiello F (2000)	10815932	175148	310	Gefitinib	N-(3-chloro-4-Fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine|Gefitinib|ZD 1839|4-(3'-chloro-4'-Fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline|Iressa	iressa	DRUGBANK	DB00317	C22H24ClFN4O3	small molecule	L01XE02	184475-35-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XGALLCVXEZPNRQ-UHFFFAOYSA-N
5486	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	antagonist	target	Moasser MM (2001)	11585753	175149	310	Gefitinib	N-(3-chloro-4-Fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine|Gefitinib|ZD 1839|4-(3'-chloro-4'-Fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline|Iressa	iressa	DRUGBANK	DB00317	C22H24ClFN4O3	small molecule	L01XE02	184475-35-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XGALLCVXEZPNRQ-UHFFFAOYSA-N
5660	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	antagonist	target	Shahid M (2009)	18308814	175311	326	Olanzapine	Olanzapinum|2-methyl-4-(4-methyl-1-piperazinyl)-10H-thieno[2,3-b][1,5]benzodiazepine|Olanzapin|Olanzapine|Zyprexa|Olanzapina	olanzapine and fluoxetine|sand	DRUGBANK	DB00334	C17H20N4S	small molecule	N05AH03	132539-06-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KVWDHTXUZHCGIO-UHFFFAOYSA-N
